date,open,high,low,close,adj_close,volume
2020-05-29,230.3800,233.6000,228.7600,233.3600,225.3727,50691800
2020-06-01,232.4600,234.4500,232.0000,234.0600,226.0488,25776000
2020-06-02,234.5000,235.6900,232.0100,235.6300,227.5651,33383400
2020-06-03,236.2600,237.4700,235.3500,236.6900,228.5888,37228700
2020-06-04,236.3300,237.7900,233.6800,235.0300,226.9856,38716100
2020-06-05,236.2200,240.3000,235.6300,239.6900,231.4862,47365600
2020-06-08,239.5400,241.6800,237.9100,241.5500,233.2825,32937300
2020-06-09,240.6600,244.1800,240.4700,243.3000,234.9726,35046300
2020-06-10,245.0500,247.8200,244.5100,246.2200,237.7926,58084400
2020-06-11,242.1600,243.5900,233.9600,234.0200,226.0102,72919400
2020-06-12,239.0900,240.4000,231.7400,235.8800,227.8065,72034800
2020-06-15,232.4400,239.4500,231.4700,238.7500,230.5782,45307400
2020-06-16,243.7800,244.3900,239.1000,242.8500,234.5379,48890100
2020-06-17,244.4000,245.5000,242.7300,243.6200,235.2816,34749300
2020-06-18,243.2900,244.5300,242.4900,244.2800,235.9190,30578600
2020-06-19,246.7300,247.0000,242.4500,244.2400,235.8804,49422100
2020-06-22,243.6800,246.8700,243.3800,246.7400,238.7092,24068700
2020-06-23,248.3900,251.1500,247.8200,248.8400,240.7409,32767400
2020-06-24,248.0600,249.3300,242.1600,243.7100,235.7779,46032400
2020-06-25,243.8000,246.3400,241.1400,246.0300,238.0223,36940800
2020-06-26,245.7800,245.9600,239.6800,240.2200,232.4014,52824600
2020-06-29,239.9700,242.8500,237.3500,242.8400,234.9361,34377800
2020-06-30,242.7700,248.1600,242.5800,247.6000,239.5413,38909200
2020-07-01,247.6400,251.5200,247.0800,250.4900,242.3372,34689200
2020-07-02,253.0200,254.2700,251.7100,252.1900,243.9819,31956500
2020-07-06,255.4500,258.9300,255.4300,258.3900,249.9800,34589000
2020-07-07,258.1300,260.8800,256.3000,256.6100,248.2579,36578200
2020-07-08,257.9800,260.0200,256.5000,259.9900,251.5279,30426300
2020-07-09,261.9700,262.8700,257.6300,262.1800,253.6467,40312900
2020-07-10,262.0300,264.2300,259.2600,263.9700,255.3785,32885300
2020-07-13,266.9100,269.7900,257.6900,258.5400,250.1252,64108100
2020-07-14,255.9300,260.7900,252.7600,260.3700,251.8956,72230500
2020-07-15,261.8300,262.6900,257.4900,260.9000,252.4084,54523900
2020-07-16,258.0200,259.7800,255.6200,259.1200,250.6862,47594100
2020-07-17,259.5900,260.3100,257.1700,259.4200,250.9765,35137900
2020-07-20,260.0800,267.4300,258.7900,266.7800,258.0970,40610100
2020-07-21,268.4000,268.4100,263.1300,264.0000,255.4074,43243800
2020-07-22,264.5100,265.8900,262.5500,264.9300,256.3073,29865500
2020-07-23,264.5100,265.2400,256.5500,258.0100,249.6124,51363500
2020-07-24,254.0400,256.9300,251.3200,255.5600,247.2421,54054500
2020-07-27,257.2600,260.5200,256.4500,260.1200,251.6537,36445700
2020-07-28,259.3100,259.8500,256.5100,256.8100,248.4514,31302400
2020-07-29,258.4000,260.6600,257.9100,259.7700,251.3151,27556900
2020-07-30,257.7400,261.7100,256.5500,261.1300,252.6309,41774500
2020-07-31,265.9100,265.9500,260.8500,265.7900,257.1392,53686300
2020-08-03,268.0000,270.1500,267.8700,269.3800,260.6123,32081600
2020-08-04,268.8600,270.4800,268.0900,270.3800,261.5797,24911300
2020-08-05,270.8800,271.5200,269.9600,271.0500,262.2280,21612100
2020-08-06,270.8500,274.9800,270.1900,274.6400,265.7012,28048200
2020-08-07,274.0800,274.8800,269.2500,271.4700,262.6343,44969400
2020-08-10,271.7700,271.9800,266.6700,270.3100,261.5121,35088400
2020-08-11,269.1100,270.4400,264.6300,265.1900,256.5587,43104300
2020-08-12,267.4200,272.8400,267.3700,271.8600,263.0115,38773400
2020-08-13,272.6600,274.8300,271.5100,272.4800,263.6115,31895700
2020-08-14,273.1200,273.4000,270.7200,272.1600,263.3018,30799500
2020-08-17,273.9300,275.8400,272.2000,275.3200,266.3590,24803000
2020-08-18,276.4200,278.4600,274.9100,277.9700,268.9228,23529500
2020-08-19,277.9300,279.0200,275.5700,276.1000,267.1136,31999400
2020-08-20,275.2800,280.4300,274.8600,279.9300,270.8189,27723400
2020-08-21,280.1300,282.3400,279.4600,281.8700,272.6958,34748900
2020-08-24,285.2500,286.0000,281.2700,283.6300,274.3984,36418500
2020-08-25,282.8300,286.0600,282.3700,285.8600,276.5559,34866600
2020-08-26,287.1500,292.2200,285.8300,291.9600,282.4574,42216700
2020-08-27,292.9700,293.8500,288.7100,291.0500,281.5771,49482700
2020-08-28,292.3300,293.1800,290.9300,292.5300,283.0089,28021000
2020-08-31,293.0700,296.7500,292.6200,294.8800,285.2824,36321000
2020-09-01,297.6200,300.0400,295.7900,299.9200,290.1582,36216200
2020-09-02,303.2800,303.5000,296.8900,302.7600,292.9058,50836800
2020-09-03,298.1000,298.6200,284.4100,287.4100,278.0555,110083300
2020-09-04,285.5600,288.9300,271.8000,283.5800,274.3501,123959000
2020-09-08,272.2200,278.2200,269.6600,269.9500,261.1638,99568600
2020-09-09,275.6400,280.0500,273.0000,277.8800,268.8357,64837900
2020-09-10,280.9400,282.2000,270.5600,272.3400,263.4760,69667500
2020-09-11,274.1500,275.2200,266.9000,270.4500,261.6476,71809000
2020-09-14,274.3600,277.2200,272.9600,275.1600,266.2042,38525200
2020-09-15,279.0300,280.4500,275.1300,279.0600,269.9773,41849900
2020-09-16,279.8800,280.3600,274.2500,274.6100,265.6721,42321000
2020-09-17,267.5500,274.4000,266.6800,270.3200,261.5217,81570800
2020-09-18,271.7900,272.0900,262.6300,266.8700,258.1840,86251100
2020-09-21,262.4700,267.6500,260.1100,267.5100,258.8032,57168600
2020-09-22,269.9900,273.0800,266.5400,272.4800,263.6115,41128900
2020-09-23,272.1500,272.3400,263.2500,264.1600,255.5623,48837300
2020-09-24,261.3900,268.7000,261.2200,265.3900,256.7522,70631700
2020-09-25,265.9100,272.4000,264.3000,271.5600,262.7214,55242400
2020-09-28,276.5800,277.2000,271.6700,277.2000,268.1779,58438300
2020-09-29,276.6200,277.7100,275.3700,275.9500,266.9686,27050000
2020-09-30,276.1500,281.0900,275.8700,277.8400,268.7970,49380800
2020-10-01,281.7900,282.8800,279.8400,282.2500,273.0635,50020200
2020-10-02,276.0200,282.2400,273.4400,274.3100,265.3819,75497400
2020-10-05,276.3400,280.4900,276.2300,280.1600,271.0415,28184600
2020-10-06,279.4500,281.1900,274.2500,275.1600,266.2042,49704200
2020-10-07,277.8900,280.7400,277.2800,279.9200,270.8093,27539700
2020-10-08,282.4000,282.4700,280.3100,281.4100,272.2508,25443300
2020-10-09,283.1100,285.7900,282.7100,285.7100,276.4108,30201100
2020-10-12,290.5500,297.4600,289.4700,294.5300,284.9438,79370700
2020-10-13,296.3900,297.0500,293.1100,294.5200,284.9341,64240000
2020-10-14,295.3500,296.3500,290.2600,292.0600,282.5541,36949100
2020-10-15,287.2000,290.7100,286.5400,290.1000,280.6581,42514200
2020-10-16,291.8000,293.2700,288.1500,288.5100,279.1196,40570700
2020-10-19,290.4900,291.4800,282.7900,283.8000,274.5630,36756800
2020-10-20,284.5600,287.6200,282.9500,284.4100,275.1531,32195400
2020-10-21,284.6700,287.3200,283.6900,284.1900,274.9403,29306100
2020-10-22,285.0500,285.9800,280.8200,284.1800,274.9306,32196200
2020-10-23,284.7700,284.9100,281.7800,284.7400,275.4725,24658500
2020-10-26,282.3800,285.3000,276.7600,280.4700,271.3413,38421100
2020-10-27,281.5000,283.5100,280.2000,282.6600,273.4601,30559100
2020-10-28,278.0100,278.6400,271.3800,271.6400,262.7988,53413500
2020-10-29,273.0000,279.4900,272.5200,276.3900,267.3941,43246300
2020-10-30,274.3400,275.2400,267.0700,269.3800,260.6123,65838300
2020-11-02,271.8500,273.5200,266.9700,269.9800,261.1928,39987400
2020-11-03,271.9600,276.8200,270.8400,274.6500,265.7108,43604100
2020-11-04,283.5900,288.7700,281.8700,286.9100,277.5718,75728200
2020-11-05,293.5300,295.3900,292.0000,294.3900,284.8084,52054200
2020-11-06,293.7100,295.3600,289.8300,294.6100,285.0212,40959800
2020-11-09,297.6500,299.1400,288.1200,288.5900,279.1971,86537100
2020-11-10,285.1700,286.6600,280.6200,283.4200,274.1953,69024900
2020-11-11,286.0300,290.2500,283.3800,289.7600,280.3290,36102900
2020-11-12,290.7600,292.0700,287.2500,288.4000,279.0132,34414600
2020-11-13,290.1700,291.5700,287.8700,290.9300,281.4609,24806900
2020-11-16,290.6200,293.5100,289.9900,293.2000,283.6570,30168400
2020-11-17,293.4000,293.7400,291.6100,292.2700,282.7573,21843500
2020-11-18,291.7000,293.3700,290.0200,290.1100,280.6676,28069600
2020-11-19,289.5400,292.7000,288.8500,292.3800,282.8638,22718400
2020-11-20,292.3000,293.0700,290.2900,290.3800,280.9288,25907300
2020-11-23,291.4100,292.7500,288.0700,290.3900,280.9385,26875600
2020-11-24,291.4900,294.9800,289.6300,294.4700,284.8857,24516800
2020-11-25,295.5700,296.9400,294.5900,296.2800,286.6368,23326800
2020-11-27,298.3100,300.1700,297.9000,299.0100,289.2780,17163100
2020-11-30,299.3400,299.9700,294.7800,299.6200,289.8681,27836200
2020-12-01,301.9700,305.1400,300.8300,303.4600,293.5831,27521300
2020-12-02,302.2500,304.2000,300.3500,303.8500,293.9603,23620000
2020-12-03,304.1700,305.8800,303.5300,304.2800,294.3764,22828700
2020-12-04,304.3300,305.6700,303.6300,305.5200,295.5761,19332100
2020-12-07,305.7100,307.6300,305.5200,307.2500,297.2498,20851000
2020-12-08,306.7600,308.6000,304.9500,308.2900,298.2559,18341500
2020-12-09,308.0700,308.3600,300.2100,301.3100,291.5031,48839300
2020-12-10,299.2100,303.6800,298.0900,302.5200,292.6737,27519500
2020-12-11,300.8100,301.9800,298.4700,301.8500,292.0256,26760400
2020-12-14,303.0800,306.0500,303.0100,304.0400,294.1442,28804800
2020-12-15,306.3700,307.2900,304.1100,307.2900,297.2884,25709000
2020-12-16,307.7000,309.7900,306.6200,308.9800,298.9235,25461900
2020-12-17,310.6300,311.2400,309.3900,311.0000,300.8777,23730500
2020-12-18,311.6600,311.9800,307.6100,310.0600,299.9682,41173400
2020-12-21,306.4600,309.4700,303.6000,308.9200,299.4072,37095500
2020-12-22,309.8500,310.7100,306.8500,309.7600,300.2213,26176300
2020-12-23,309.8100,310.1800,308.0400,308.2000,298.7094,21201300
2020-12-24,308.4700,310.0200,308.3900,309.5600,300.0275,16785000
2020-12-28,312.2500,313.1700,310.3600,312.6800,303.0513,22497700
2020-12-29,314.0500,314.6900,312.0300,312.9600,303.3227,25871900
2020-12-30,314.1600,314.4900,312.3300,312.9700,303.3324,18138100
2020-12-31,312.8700,314.2400,311.7600,313.7400,304.0787,21611400
2021-01-04,315.1100,315.2900,305.1800,309.3100,299.7852,45305900
2021-01-05,308.2900,312.1400,308.2900,311.8600,302.2565,29323400
2021-01-06,307.0000,311.8800,305.9800,307.5400,298.0696,52809600
2021-01-07,310.2800,315.8400,310.2500,314.9800,305.2805,30394800
2021-01-08,317.3400,319.3900,315.0800,319.0300,309.2058,33955800
2021-01-11,315.9800,317.1900,313.7500,314.4200,304.7378,32746400
2021-01-12,314.4600,315.5800,311.2000,313.9200,304.2531,29266800
2021-01-13,314.1900,316.8600,313.5700,316.0400,306.3078,22898400
2021-01-14,316.5000,317.5300,313.8600,314.3500,304.6700,23500100
2021-01-15,314.1300,315.1200,310.5800,311.8600,302.2565,35118700
2021-01-19,314.2500,316.9300,313.1200,316.4100,306.6665,24537000
2021-01-20,320.1400,324.7400,316.5100,323.7700,313.7998,30728100
2021-01-21,325.1500,327.1300,323.7300,326.3600,316.3101,25130600
2021-01-22,325.2900,326.4600,324.7100,325.4200,315.3990,21609400
2021-01-25,328.9100,330.3200,321.4100,328.1100,318.0062,39080600
2021-01-26,328.8500,329.7600,327.2200,328.5900,318.4714,25498100
2021-01-27,326.2600,326.2700,317.3600,319.4300,309.5934,55264000
2021-01-28,320.6700,326.4200,320.0300,321.3200,311.4253,42836300
2021-01-29,319.5800,320.7200,312.7600,314.5600,304.8735,55259000
2021-02-01,318.1100,323.5400,316.0200,322.4200,312.4914,35646000
2021-02-02,325.4800,328.8700,325.3100,327.6800,317.5894,33930800
2021-02-03,329.8200,330.2000,326.3200,326.3800,316.3295,24824500
2021-02-04,327.8200,330.3300,326.4600,330.2400,320.0706,22350900
2021-02-05,331.2200,332.4000,329.5300,331.3600,321.1560,22732000
2021-02-08,333.1000,333.7400,331.4100,333.5800,323.3077,20462800
2021-02-09,332.6200,334.8100,332.6100,333.5100,323.2399,17597500
2021-02-10,334.9900,335.4600,329.5000,332.7500,322.5033,28068700
2021-02-11,334.3300,335.0000,332.1200,334.5800,324.2770,22046100
2021-02-12,333.7100,336.6200,332.6300,336.4500,326.0894,20346800
2021-02-16,337.2700,338.1900,334.3400,335.5400,325.2074,27080800
2021-02-17,332.4700,335.6600,330.1700,333.9300,323.6469,31360300
2021-02-18,330.2300,333.8700,328.3600,332.4700,322.2320,32236200
2021-02-19,333.8600,333.9900,329.9700,331.0200,320.8266,39157700
2021-02-22,326.5000,327.8000,322.2300,322.4400,312.5108,47256900
2021-02-23,317.0000,323.2000,311.0000,321.4800,311.5804,97241900
2021-02-24,318.7400,324.4500,315.9600,324.1300,314.1487,58206300
2021-02-25,321.3900,324.0300,311.2400,312.8300,303.1967,110182600
2021-02-26,315.8500,319.1100,310.8800,314.1400,304.4664,104739800
2021-03-01,319.2700,323.9400,317.9400,323.5900,313.6254,49164500
2021-03-02,324.2500,324.3300,318.1400,318.4000,308.5952,48370000
2021-03-03,317.2700,318.2400,309.1000,309.1600,299.6397,86301100
2021-03-04,308.7800,312.0400,300.1100,304.1000,294.7356,139131600
2021-03-05,306.8000,309.6100,297.4500,308.6800,299.1746,121523700
2021-03-08,308.1200,310.0600,299.5100,299.9400,290.7036,88409800
2021-03-09,307.4700,313.7300,306.9200,311.7700,302.1694,80391100
2021-03-10,316.1600,316.4700,310.1700,310.8800,301.3068,76798100
2021-03-11,315.7700,319.8600,314.8500,318.0400,308.2463,53484800
2021-03-12,313.8600,318.2300,311.3900,315.4600,305.7457,69315600
2021-03-15,315.7900,319.0000,314.1000,318.8300,309.0118,42955700
2021-03-16,321.0900,324.2000,319.1000,320.5800,310.7080,54925900
2021-03-17,317.4500,323.8500,315.6800,321.9000,311.9874,78258700
2021-03-18,316.8700,317.8800,311.5700,312.0400,302.4311,82718100
2021-03-19,311.8700,314.7300,309.6600,313.1400,303.4972,78446200
2021-03-22,315.2100,320.7400,315.2100,318.6100,309.1888,56194800
2021-03-23,319.7300,321.0900,316.3800,317.2200,307.8398,53455400
2021-03-24,318.6300,318.6700,311.7200,311.8700,302.6480,64803700
2021-03-25,309.9700,312.8900,307.3900,311.3300,302.1240,78729000
2021-03-26,311.1100,316.3300,309.6700,316.0000,306.6559,63519600
2021-03-29,315.4500,316.9900,312.4700,315.9100,306.5686,54608000
2021-03-30,313.8900,314.9100,311.5400,314.3200,305.0255,44635700
2021-03-31,316.1600,320.7400,315.8100,319.1300,309.6934,55032500
2021-04-01,323.0700,324.7100,322.8100,324.5700,314.9726,55685600
2021-04-05,327.1300,331.8400,326.8800,331.0500,321.2608,42172500
2021-04-06,330.7300,332.8300,330.0200,330.8200,321.0377,33537200
2021-04-07,330.3300,332.4800,329.3700,331.6200,321.8140,32046400
2021-04-08,334.5600,335.2700,333.7400,335.0800,325.1716,29940800
2021-04-09,333.6800,337.3200,332.9200,337.1100,327.1417,36664900
2021-04-12,336.0400,337.1000,334.7300,336.6700,326.7148,25833000
2021-04-13,338.2400,341.0800,338.0200,340.6000,330.5285,30374000
2021-04-14,340.8500,340.9800,335.6700,336.5100,326.5595,42564300
2021-04-15,339.4700,342.0100,336.2200,341.6100,331.5086,36342800
2021-04-16,342.1500,342.2300,340.0800,342.0100,331.8969,40860100
2021-04-19,340.3900,341.5800,336.9000,338.8800,328.8593,34533100
2021-04-20,338.2000,339.5200,334.3800,336.4100,326.4625,38081800
2021-04-21,335.0900,339.4800,333.9700,339.2900,329.2572,36598100
2021-04-22,338.8900,339.9000,334.0100,335.2000,325.2881,45936100
2021-04-23,335.8500,340.7700,335.8500,339.4200,329.3834,36381900
2021-04-26,339.6700,341.9200,338.9000,341.6300,331.5281,30812000
2021-04-27,341.9300,342.1500,339.1700,340.1500,330.0918,33187200
