date,open,high,low,close,adj_close,volume
2022-05-12,118.0200,118.8900,117.6600,117.7200,101.3139,26405700
2022-05-13,116.9800,117.1500,115.9000,115.9800,99.8165,20782700
2022-05-16,116.2100,116.9400,115.8500,115.8600,99.7132,11050600
2022-05-17,114.7100,115.3500,114.3600,114.4600,98.5082,15040800
2022-05-18,114.7200,117.0000,114.6100,116.9000,100.6082,21337300
2022-05-19,118.6400,118.7200,116.8500,117.1800,100.8492,21937500
2022-05-20,117.0900,119.0200,117.0600,118.5100,101.9938,22780900
2022-05-23,117.7100,118.2500,116.5400,116.5600,100.3156,15925200
2022-05-24,117.9000,119.6400,117.8600,118.8600,102.2950,23388200
2022-05-25,119.6100,119.6200,118.5900,119.3300,102.6995,14410800
2022-05-26,119.0200,119.0900,117.8000,118.7900,102.2348,14912900
2022-05-27,119.3600,119.7400,118.7400,119.0800,102.4844,11190400
2022-05-31,117.1800,117.2300,115.9300,116.5600,100.3156,28393700
2022-06-01,117.0300,117.3400,115.6900,116.2200,100.2009,15544800
2022-06-02,116.6300,116.7100,115.4600,116.2800,100.2527,9832000
2022-06-03,115.0900,116.0600,114.8700,116.0300,100.0371,15330400
2022-06-06,115.1500,115.5100,113.8100,113.8900,98.1921,20815400
2022-06-07,114.6100,115.7800,114.5800,115.1200,99.2526,14278700
2022-06-08,114.6800,115.1300,114.0800,114.1000,98.3731,11476100
2022-06-09,113.8400,114.7100,113.6800,114.4800,98.7007,15527300
2022-06-10,114.3600,114.6100,112.9700,113.7700,98.0886,21917100
2022-06-13,111.4900,111.6700,109.2400,110.2000,95.0107,36968300
2022-06-14,110.5300,110.9800,108.5900,108.8100,93.8123,21865900
2022-06-15,110.0900,110.9900,109.0300,110.8400,95.5625,25202800
2022-06-16,108.4500,111.7200,108.1200,111.7200,96.3212,26067300
2022-06-17,112.0100,112.8300,110.9600,112.0800,96.6316,21614300
2022-06-21,110.0900,111.0200,109.8100,110.1800,94.9934,17663800
2022-06-22,112.6900,113.3100,112.3800,113.2100,97.6058,23703800
2022-06-23,113.9000,115.1700,113.4900,114.1400,98.4076,20669200
2022-06-24,113.4600,114.1700,112.5000,112.5600,97.0454,18161300
2022-06-27,111.2200,112.2200,111.1600,111.6000,96.2177,12053000
2022-06-28,111.2900,112.1800,110.8700,112.1200,96.6661,13706600
2022-06-29,112.3800,113.9000,112.1700,113.8700,98.1748,12925400
2022-06-30,114.8600,115.7700,114.7500,114.8700,99.0370,25802100
2022-07-01,115.9000,117.5900,115.2200,115.8200,100.0538,21858800
2022-07-05,116.8900,117.7500,116.1700,116.7300,100.8399,16689700
2022-07-06,117.3900,117.5400,114.7700,114.7700,99.1467,20205400
2022-07-07,115.1000,115.1700,113.5100,113.7600,98.2742,13088000
2022-07-08,113.5000,113.5000,112.0500,112.5000,97.1857,15320000
2022-07-11,113.7900,114.7900,113.7000,114.4400,98.8616,13639900
2022-07-12,115.5100,116.2300,114.9700,115.1200,99.4491,18547300
2022-07-13,113.7700,116.6500,113.4500,116.4400,100.5894,20594800
2022-07-14,115.0800,116.1600,114.4700,115.4900,99.7687,15665000
2022-07-15,115.8400,116.8200,115.6000,116.1400,100.3302,16022600
2022-07-18,115.2500,115.3200,114.1800,114.9300,99.2849,15838300
2022-07-19,114.9100,115.1500,113.6600,114.3100,98.7493,9276800
2022-07-20,115.4800,115.5500,114.0500,114.6100,99.0085,9117300
2022-07-21,115.1900,116.7200,115.0100,116.5900,100.7190,14754900
2022-07-22,118.2900,119.2700,117.9700,118.5500,102.4122,17715300
2022-07-25,116.7100,117.5400,116.4700,117.3900,101.4101,24868100
2022-07-26,118.8600,119.2400,117.4000,117.4800,101.4878,13536000
2022-07-27,118.0100,118.4900,116.7100,116.8200,100.9177,15725600
2022-07-28,118.0500,118.9200,117.3200,117.7500,101.7210,16637900
2022-07-29,117.7000,119.3100,117.3300,117.4300,101.4446,16655900
2022-08-01,118.2500,120.1000,118.0800,120.0400,103.8878,17974600
2022-08-02,120.1500,120.6900,117.2900,117.5000,101.6895,17896300
2022-08-03,117.1700,119.4900,116.3300,119.3500,103.2906,16731200
2022-08-04,118.9800,119.5500,118.5400,119.3100,103.2560,11003000
2022-08-05,117.0700,117.1100,115.8900,116.4700,100.7981,19492300
2022-08-08,117.6400,118.5300,117.5600,118.3500,102.4252,17476300
2022-08-09,117.7300,118.3600,117.4600,117.8900,102.0270,8223200
